"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2012-04-18","2012","04","18","","","M","","M","","M","","M","","M","","M","","M","0.0","","","","","","<31",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2012-04-19","2012","04","19","","","M","","M","","M","","M","","M","","M","","M","0.0","","","","","","<31",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2012-04-20","2012","04","20","","","M","","M","","M","","M","","M","","M","","M","0.2","","","","2","","44",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2012-04-21","2012","04","21","","","M","","M","","M","","M","","M","","M","","M","15.2","","","","2","","35",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2012-04-22","2012","04","22","","","M","","M","","M","","M","","M","","M","","M","4.9","","","","5","","52",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2012-04-23","2012","04","23","","","M","","M","","M","","M","","M","","M","","M","26.1","","","","3","","70",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2012-04-24","2012","04","24","","","M","","M","","M","","M","","M","","M","","M","0.5","","","","16","","63",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2012-04-25","2012","04","25","","","M","","M","","M","","M","","M","","M","","M","0.2","","","","26","","41",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2012-04-26","2012","04","26","","","M","","M","","M","","M","","M","","M","","M","3.5","","","","34","","39",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2012-04-27","2012","04","27","","","M","","M","","M","","M","","M","","M","","M","0.6","","","","29","","56",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2012-04-28","2012","04","28","","","M","","M","","M","","M","","M","","M","","M","0.0","","","","27","","46",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2012-04-29","2012","04","29","","","M","","M","","M","","M","","M","","M","","M","0.0","","","","32","","54",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2012-04-30","2012","04","30","","","M","","M","","M","","M","","M","","M","","M","0.0","","","","","","<31",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2012-05-01","2012","05","01","","","M","","M","","M","","M","","M","","M","","M","2.3","","","","13","","32",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2012-05-02","2012","05","02","","","M","","M","","M","","M","","M","","M","","M","0.9","","","","13","","33",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2012-05-03","2012","05","03","","","M","","M","","M","","M","","M","","M","","M","0.0","","","","13","","32",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2012-05-04","2012","05","04","","","M","","M","","M","","M","","M","","M","","M","1.1","","","","2","","43",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2012-05-05","2012","05","05","","","M","","M","","M","","M","","M","","M","","M","0.0","","","","","","<31",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2012-05-06","2012","05","06","","","M","","M","","M","","M","","M","","M","","M","0.0","","","","3","","35",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2012-05-07","2012","05","07","","","M","","M","","M","","M","","M","","M","","M","0.0","","","","","","<31",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2012-05-08","2012","05","08","","","M","","M","","M","","M","","M","","M","","M","15.5","","","","16","","41",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2012-05-09","2012","05","09","","","M","","M","","M","","M","","M","","M","","M","0.6","","","","","","<31",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2012-05-10","2012","05","10","","","M","","M","","M","","M","","M","","M","","M","0.0","","","","27","","41",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2012-05-11","2012","05","11","","","M","","M","","M","","M","","M","","M","","M","0.7","","","","29","","44",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2012-05-12","2012","05","12","","","M","","M","","M","","M","","M","","M","","M","0.0","","","","26","","37",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2012-05-13","2012","05","13","","","M","","M","","M","","M","","M","","M","","M","3.0","","","","","","<31",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2012-05-14","2012","05","14","","","M","","M","","M","","M","","M","","M","","M","0.0","","","","","","<31",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2012-05-15","2012","05","15","","","M","","M","","M","","M","","M","","M","","M","0.3","","","","","","<31",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2012-05-16","2012","05","16","","","M","","M","","M","","M","","M","","M","","M","0.0","","","","28","","65",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2012-05-17","2012","05","17","","","M","","M","","M","","M","","M","","M","","M","0.0","","","","26","","44",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2012-05-18","2012","05","18","","","M","","M","","M","","M","","M","","M","","M","0.0","","","","21","","32",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2012-05-19","2012","05","19","","","M","","M","","M","","M","","M","","M","","M","0.0","","","","","","<31",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2012-05-20","2012","05","20","","","M","","M","","M","","M","","M","","M","","M","0.0","","","","","","<31",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2012-05-21","2012","05","21","","","M","","M","","M","","M","","M","","M","","M","0.0","","","","16","","46",""
